what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302173003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302182127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302302182152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302183629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302260568
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302282196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302282984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302283812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302308063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302313741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302740375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302786236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302813286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302302816471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302819413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302842311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302302857453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306499071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306508436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306575988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306580693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306581517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302306647443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306665182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306675077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302306675101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302306681597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307022216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302307110055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307112565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307114090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307115765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307285136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302307329251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302307418466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307450472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307460044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302307460066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307461228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307462507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307464950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307479716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307481085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307491783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302307495708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308500210
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308505695
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308505881
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308506635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308520630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308676836
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308682151
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308693379
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308705744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308707191
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302308707917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308722677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308731174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302308735773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302309062911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302309070196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302311725218
