what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302279801086
os,sysinfo,,,"win32",1302279801090
arch,sysinfo,,,"x86_64",1302279801090
ws,sysinfo,,,"win32",1302279801090
locale,sysinfo,,,"en_US",1302279801090
processors,sysinfo,,,"4",1302279801090
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302279801090
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1302279801090
java.specification.name,sysinfo,,,"Java Platform API Specification",1302279801090
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302279801090
java.specification.version,sysinfo,,,"1.6",1302279801090
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302279801090
java.version,sysinfo,,,"1.6.0_24",1302279801090
java.vm.info,sysinfo,,,"mixed mode",1302279801090
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302279801090
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302279801090
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302279801090
java.vm.specification.version,sysinfo,,,"1.0",1302279801090
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302279801090
java.vm.version,sysinfo,,,"19.1-b02",1302279801090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302279819805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302279833567
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302279833597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302279842017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302279842450
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302279912147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302279920019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280086606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280087876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280147590
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280150760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280324332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280333913
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280500015
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302280516931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280526164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280531784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280543406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280561752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280564896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280601834
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302280603236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281859660
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302281860985
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302281870128
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302281870378
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302281870508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281893539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281893649
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302281902058
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1302281902109
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302281905346
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302281918072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281919278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281943237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302281943254
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302281944308
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302281945681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302281946066
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302281955369
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302281956539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302281976116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281982842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302281987522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302282017152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302282032796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302282037153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302282066346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302282066364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302282068419
