what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1302226740890
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1302226740921
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1302226740970
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1302226740984
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1302226741067
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1302226741086
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1302226741125
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1302226741163
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1302226741173
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1302226741181
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1302226741200
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1302226741262
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1302226741274
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1302226741290
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1302226741299
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1302226741313
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1302226741327
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1302226741337
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302226741346
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1302226741358
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302226741358
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1302226741365
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1302226741379
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1302226741395
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302226741403
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1302226741415
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302226741420
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1302226741420
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302226741435
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1302226741442
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302226741458
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1302226741468
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302226741480
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302226741494
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302226741503
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1302226741514
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1302226741522
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302226741537
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302226741547
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1302226741578
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302226741590
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302226741590
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302226741603
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1302226741618
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302226741638
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1302226741656
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1302226741669
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302226741682
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302226741690
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302226741714
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302226741728
os,sysinfo,,,"win32",1302226741732
arch,sysinfo,,,"x86_64",1302226741732
ws,sysinfo,,,"win32",1302226741732
locale,sysinfo,,,"en_US",1302226741732
processors,sysinfo,,,"4",1302226741732
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302226741732
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1302226741732
java.specification.name,sysinfo,,,"Java Platform API Specification",1302226741732
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302226741732
java.specification.version,sysinfo,,,"1.6",1302226741732
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302226741732
java.version,sysinfo,,,"1.6.0_24",1302226741732
java.vm.info,sysinfo,,,"mixed mode",1302226741732
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302226741732
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302226741732
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302226741732
java.vm.specification.version,sysinfo,,,"1.0",1302226741732
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302226741732
java.vm.version,sysinfo,,,"19.1-b02",1302226741732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302226980935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302226987798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302227053525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302227318624
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302227323142
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302227324855
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302227335084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302227904023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302227904040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302227914071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228085981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228105718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228125104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228129447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228136450
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302228141806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228177158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228189408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302228196618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228218479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228256383
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302228282603
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1302228282647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228308255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228309369
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1302228313427
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302228313551
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302228313676
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302228313813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228324104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228347050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228350607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228392138
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1302228392889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302228406127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302258546411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302258565373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302261017337
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302261027139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302261093933
