what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302284324188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302285797906
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302285797941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302285803526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291728415
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302291733308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291737628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291745655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291748260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291807337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291809750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291814080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291815777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291837467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302291837487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302291838590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292028342
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292030207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292078759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302292099187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292105822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292110423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292111897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292117660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302292117681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292120820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292171670
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302292181443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302292203842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293182960
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293192331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293195839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293200471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1302293200480
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293205038
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293205186
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293206202
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293209553
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293209874
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293211401
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293211981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293220335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293227769
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293227796
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293227973
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293232586
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293233041
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293233186
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293234417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302293240785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293248557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293300505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293318894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293324490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293327733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293830662
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293838529
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293838772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1302293842524
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293843561
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293843748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302293847477
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293849929
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293851029
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302293851409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293855487
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293857721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293857861
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302293857873
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293859237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1302293871848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302293894510
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302293901984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293907949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293913743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293916306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293924118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1302293924141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293926574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293940807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302293941220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302294020560
