what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324301556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324316349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324319948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324357107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324357506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324359018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324359835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324447284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324452939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324566879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302324570231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324575036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324625045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302324634350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302324661737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324678811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324680911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324691594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324695321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324697769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324697934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324702953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324708607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324710601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324712749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324717585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324727102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324732257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324739551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302324744540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302325020622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302325021170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302358031629
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302358057274
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302358076218
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1302358076443
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302358088105
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302358091659
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302358099626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302358120740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302358121810
